date,open,high,low,close,volume
2020-01-03,294.29921759610926,296.57180846852066,294.2442380396561,295.4446716308594,77709700
2020-01-06,293.68527154806566,296.65430772190325,293.5661398420069,296.57183837890625,55653900
2020-01-07,296.0037624206016,296.48028939421766,295.2889999253754,295.738037109375,40496400
2020-01-08,295.93039974358743,298.53286845352926,295.6829916921281,297.3141174316406,68296000
2020-01-09,298.88112998280087,299.40346390249715,298.2946439048552,299.33013916015625,48473300
2020-01-10,299.91655867016334,300.0723247739728,298.0013626882262,298.4686889648437,53029300
2020-01-13,299.0918377611585,300.5305069215687,298.66114588168574,300.5213623046875,47086800
2020-01-14,300.0815496239874,301.1353620319294,299.5042361577148,300.063232421875,62832800
2020-01-15,299.97149972133946,301.5018106079388,299.88903038899446,300.7412414550781,72056600
2020-01-16,302.1250165187214,303.24298095703125,301.8959256745201,303.24298095703125,54050300
2020-01-17,303.9577377732246,304.3975742884115,303.1788233239939,304.18682861328125,95846000
2020-01-21,303.2246772332371,304.3976213972453,303.1513804577593,303.5912170410156,77742400
2020-01-22,304.45249838050813,305.1031363826576,303.47201101725864,303.6277770996094,48914900
2020-01-23,302.9772414486863,304.388448943037,301.85927695982,303.97607421875,51963000
2020-01-24,304.6358627439296,304.7183320973039,299.9807208309427,301.2727966308594,87578400
2020-01-27,296.0128810624095,297.92807729720744,295.6738310638596,296.4435729980469,84062500
2020-01-28,297.873118472315,300.4297804795818,296.53523558628365,299.5500793457031,63834000
2020-01-29,300.9154208540977,301.1445117064484,299.10101123601123,299.3026123046875,53888900
2020-01-30,297.231623057657,300.484729951174,296.48022631294674,300.2739562988281,75491800
2020-01-31,299.65085010133794,299.80664419353747,293.905261299892,294.8216247558594,113845600
2020-02-03,296.30609851158897,298.88107731999344,296.1869668001725,297.0116882324219,69083000
2020-02-04,300.63144414467706,302.4091919502781,300.3107112583716,301.53863525390625,62573200
2020-02-05,304.4799789709227,305.23140347837,303.0138202780887,305.0206298828125,65951100
2020-02-06,305.98293646706554,306.23951712579645,304.9657584507148,306.0470886230469,50359700
2020-02-07,304.98406488979606,306.056194377022,303.8661004547492,304.4159240722656,64139400
2020-02-10,303.52707001498,306.7526592320417,303.4904076474018,306.6885070800781,42070000
2020-02-11,308.04472268441083,308.8327817820095,306.6884947902929,307.2200012207031,54864500
2020-02-12,308.65860089384944,309.4100254210768,308.2920612109924,309.19927978515625,43992700
2020-02-13,307.7698593510163,309.8408499960324,307.4949614623846,308.8695068359375,54501900
2020-02-14,309.2817884707523,309.4833895167541,308.0813547766656,309.3642578125,64582200
2020-02-18,308.36544605947824,309.4284309226807,307.1741569014039,308.5670471191406,57226200
2020-02-19,309.53849163679035,310.7205806350666,309.25442113656584,310.04248046875,48814700
2020-02-20,309.4925837509388,310.31733323101616,305.7721503679696,308.7686767578125,74163400
2020-02-21,307.41242134787745,307.72398153835667,304.7641177810184,305.5888671875,113788200
2020-02-24,296.11370126545256,305.6621928380794,294.37258832295646,295.45391845703125,161088400
2020-02-25,296.8467259201348,297.46067366293727,285.6212756357742,286.5009765625,218913200
2020-02-26,287.90302105729336,291.5043221918887,284.714094602618,285.4471740722656,194773800
2020-02-27,279.9123611957851,285.50218362591784,272.6272888183594,272.6272888183594,284353500
2020-02-28,264.55407718504784,272.9754575536468,261.6583660060292,271.4817810058594,384975800
2020-03-02,273.2687014842087,283.30289115857585,269.8323389882185,283.2387390136719,238703600
2020-03-03,283.6145336717941,287.5915483325636,272.68232265580184,275.1289978027344,300139100
2020-03-04,280.5172599034387,286.9134887914965,277.9605972724039,286.69354248046875,176613400
2020-03-05,279.4725535047731,282.67065320761304,274.9182257388986,277.1632995605469,186366800
2020-03-06,268.6318972907637,273.7910271727866,265.9561321004398,272.5814208984375,228667200
2020-03-09,252.2747836579763,260.4212661192737,250.5795340705848,251.29429626464844,309417300
2020-03-10,260.83372394140366,264.38919088350326,250.6254209763318,264.2975769042969,276444100
2020-03-11,257.2232051751496,258.3594867875514,248.2245103089877,251.41343688964844,255316300
2020-03-12,234.58905518446736,244.35749341633144,226.9649041793255,227.35894775390625,392220700
2020-03-13,241.08604410630707,248.77434647333425,227.7346366084583,246.7949981689453,329566100
2020-03-16,221.0085154067588,235.41374899779908,217.50801453237176,219.78976440429688,297240000
