date,open,high,low,close,volume
2020-01-03,205.8205149384768,207.91442086514243,205.8012121274127,206.66964721679688,27518900
2020-01-06,205.04856943541915,208.0302133349257,204.79769178041784,208.0012664794922,21655300
2020-01-07,208.0784486683733,208.56091585733947,207.31615698824805,207.9723052978516,22139300
2020-01-08,207.94338641269968,210.49081292411944,207.6153122137721,209.5355224609375,26397300
2020-01-09,211.26273971517705,211.7162600606964,210.07587452681383,211.3109893798828,23547000
2020-01-10,212.1408344334532,212.1601225204312,210.3942907957239,210.77061462402344,21898500
2020-01-13,211.639051067274,213.23118684260552,211.3013181579712,213.2022399902344,22756900
2020-01-14,213.0961379104521,213.4531736984203,212.03471876249367,212.36279296875,24418100
2020-01-15,212.47851655142952,213.44345079074003,211.75481587194665,212.44956970214844,25742100
2020-01-16,213.51103254704745,214.52421658207052,213.0575122144536,214.4856109619141,18805000
2020-01-17,215.4505435208304,215.7207239647326,214.3312161253897,215.5470428466797,24325200
2020-01-21,214.94873059679853,215.99086126815791,214.85224601395024,215.45050048828125,21146300
2020-01-22,216.540924487209,217.2549664944644,215.74967124013912,216.0198516845703,20736400
2020-01-23,215.89447505982363,216.81115999507745,214.89093481958488,216.71466064453125,26496100
2020-01-24,217.72777838430216,217.95936792059004,213.8969879734496,214.890869140625,37436500
2020-01-27,210.0372800027408,211.5908250564717,209.56445682161177,210.45220947265625,42264400
2020-01-28,211.9381939679523,214.17684887440697,211.3785302413386,213.68472290039065,26731900
2020-01-29,214.87159273834007,215.1128263468879,213.08647286932467,214.0321044921875,28924500
2020-01-30,212.65220221296264,214.89084188489008,211.9863952638459,214.7943572998047,39568100
2020-01-31,215.6917671524989,215.7207140041712,210.6355060202949,211.3881683349609,52015800
2020-02-03,212.4206492784576,215.0742187666713,212.2759150140469,214.5821075439453,25408600
2020-02-04,217.5154883061186,219.8699303557225,216.77248477190412,219.4936065673828,30691200
2020-02-05,222.137555697764,222.1761465954956,218.8953755102877,220.2173309326172,38534800
2020-02-06,220.7673537643358,222.17616458717416,219.9857591893376,222.11827087402344,22467100
2020-02-07,221.1243272008424,222.35944181232256,220.52605797822747,221.1629180908203,25884900
2020-02-10,220.429658563711,223.8455205101328,220.37176484451064,223.8358764648437,21478900
2020-02-11,225.070928757218,225.8139323016973,223.28579438669365,223.87440490722656,30198000
2020-02-12,225.1963695922406,226.16130388344223,224.63670593649616,226.0551605224609,24471300
2020-02-13,224.48230643925024,226.69199942390543,224.2121260234076,225.7656707763672,22773200
2020-02-14,226.122748149346,226.6245182141058,225.36045636957525,226.4122314453125,23438500
2020-02-18,225.312188732366,226.9236274588076,225.07095512558607,226.49905395507807,24394500
2020-02-19,227.84999575644028,229.14300449564536,227.5798152653745,228.6701812744141,22230500
2020-02-20,228.1683843621788,228.64119277356423,223.748983243612,226.5472869873047,42604000
2020-02-21,225.4183272119805,225.8042950849523,221.27876508799568,222.1954498291016,66017200
2020-02-24,213.90664027979352,216.38652863409405,212.53643526554671,213.62681579589844,84522600
2020-02-25,215.42160464835848,216.1356614043988,207.21001821068185,207.8179168701172,97743000
2020-02-26,209.11096837002464,212.55577698405872,207.36442450366405,208.88902282714844,79537700
2020-02-27,203.50462596625104,208.8310671104392,198.293986943362,198.4290771484375,121822600
2020-02-28,191.67453302186976,199.9054207470137,191.22101276021652,198.58346557617188,148173700
2020-03-02,201.5554868606361,208.9758341883121,198.71857758451108,208.83108520507807,112933900
2020-03-03,209.4969464972403,211.90928293854063,200.33971206552008,202.13449096679688,131953500
2020-03-04,205.83977558298787,210.6740907412081,203.9581420685593,210.5679473876953,73086200
2020-03-05,205.23192028515945,208.77322811820235,202.73274347451803,204.1704864501953,78705500
2020-03-06,197.4931260339803,201.8160281142365,195.7948467548124,200.7256622314453,89828400
2020-03-09,186.69555435831464,194.1062602218809,185.37359858242303,186.78240966796875,116424000
2020-03-10,194.0579255521291,197.13606813284,186.8884564941873,196.9527282714844,100599200
2020-03-11,192.3596646982182,193.71056687159185,185.9717894173901,188.37448120117188,89168800
2020-03-12,175.70489928403467,184.0901814766489,170.7354930723059,171.1021728515625,137820700
2020-03-13,180.51029552625965,187.66044864626937,171.88377914457774,185.59548950195312,134882000
2020-03-16,168.04331081509645,178.20406832166154,163.22829784175232,163.36338806152344,92054400
2020-03-17,169.3170476119838,177.92426106250682,163.82656828456803,175.75315856933594,121257100
2020-03-18,165.59236720199402,172.93551743213698,160.9510358161161,170.4073944091797,114156300
2020-03-19,169.52934518520564,177.0558372532339,165.61171345888428,171.43026733398438,120896500
2020-03-20,175.3671619051533,176.4575276328836,164.13532743920163,164.7142791748047,118983900
2020-03-23,165.27802884131347,168.45943612542942,159.4857499315032,164.83322143554688,124639800
2020-03-24,173.97127383165062,177.7618750266234,172.0759658566118,177.5974884033203,94881800
2020-03-25,178.3323943823647,183.2543727108861,174.03895400550186,176.28237915039062,88754900
2020-03-26,177.80057198507214,186.35844542316943,177.5491597195802,185.5655059814453,79887600
2020-03-27,180.7595341525532,184.22136204856727,178.5644762553733,179.183349609375,58845000
2020-03-30,180.88522795878936,186.1359936803869,180.1889936669189,185.70083618164065,49356900
2020-03-31,185.39148626934968,188.8049627770484,182.95466520476583,184.11505126953125,62659300
