date,open,high,low,close,volume
2019-02-26,6.156787872314453,6.214149194793087,6.0611856681833975,6.08986610148908,105356800
2019-02-27,6.137668609619141,6.163959391751946,5.950049105539694,6.0743322226999545,115844000
2019-02-28,6.099427223205566,6.163958889068477,6.046845663228091,6.083891720860647,92063200
2019-03-01,6.221320152282715,6.248805760223263,6.097037046568426,6.2284900333914495,140156800
2019-03-04,6.22251558303833,6.37308948304423,6.016970461828468,6.33006836875683,213088000
2019-03-05,6.238050937652588,6.295412270042568,6.144838373634944,6.23566082515292,100348800
2019-03-06,6.130497455596924,6.259560780661023,6.101817020605321,6.253585728026714,123468800
2019-03-07,5.907028198242188,6.087477371002177,5.835326642837494,6.080307488982131,169306400
2019-03-08,5.873566627502441,5.881931792480888,5.6835570335241625,5.705067588002255,174936800
2019-03-11,6.24044132232666,6.2511966011105775,5.942878913216519,5.942878913216519,128468000
2019-03-12,6.342018127441406,6.389819464217665,6.244025797330675,6.289437021681388,151606400
2019-03-13,6.479446887969971,6.5834142753699085,6.412525104979602,6.437620602650735,145129600
2019-03-14,6.450766086578369,6.515297757977875,6.441206092223271,6.491397088289093,95443200
2019-03-15,6.610899448394775,6.684991108181712,6.508126896117913,6.526052510907532,138845600
2019-03-18,6.670651912689209,6.732793476056185,6.57743979557244,6.616875515942076,148994400
2019-03-19,6.73757266998291,6.845124991143363,6.655115388972511,6.756693113024812,164380800
2019-03-20,6.815276622772217,6.939603830909987,6.645522533838364,6.736376751459608,183522400
2019-03-21,7.130876541137695,7.160762862842331,6.748331532112544,6.751917744787795,151957600
2019-03-22,6.664649963378906,7.095012827929852,6.639545561753072,7.0376311430583325,267601600
2019-03-25,6.622809410095215,6.690950190576419,6.476964006805361,6.582163992261769,210369600
2019-03-26,6.713663578033447,6.895372476530754,6.612050262282099,6.777022436841058,175872000
2019-03-27,6.582162857055664,6.787780415313403,6.437512730989568,6.741157832080712,176810400
2019-03-28,6.624004364013672,6.698122314596563,6.506850036953915,6.631177245436176,128437600
2019-03-29,6.773435592651367,6.792562819340364,6.65628127217763,6.76984938015626,126980000
2019-04-01,7.040021896362305,7.065126297249145,6.897763168641126,6.969490158611837,122364800
2019-04-02,7.117726802825928,7.139244991891531,7.008940605229422,7.06393133016192,106728800
